name,platforms,genres,publishers
Witches & Vampires: Ghost Pirates of Ashburry,PC,RPG||Arcade,dtp young entertainment
Advanced Tactics: Gold,PC,Strategy,Matrix Games
Baseball Mogul 2012,PC,Strategy||Sports,Sports Mogul
Challenge Me: Word Puzzles,PC,,O-Games
Family Farm,PC,Strategy,Hammerware
Starsector,PC,RPG||Strategy,Fractal Softworks
Battle Slots,PC,RPG,Phantom EFX
GooseGogs,PC,Arcade,Crimson Cow
Candy World 5: Candy To The Rescue,PC,Arcade,Xilvan Design
NBA Jam: On Fire,Xbox 360||PlayStation 3,Sports,Electronic Arts
Bio Guardian,PC,Arcade,Oniric Factor
Flight for Fight,PC,Arcade,Warlock Studio
My Farm Life,PC,Strategy||Arcade,Alawar Entertainment
Oozi: Earth Adventure - Episode 1,PC,Arcade,Awesome Games Studio
Pebble of Time,PC,Arcade,ACE Team
MMT Online,PC,RPG||Massively Multiplayer,RunServer
Aladdin Magic Carpet Racing,PC,Racing||Arcade,Disney Interactive
Bridge! The Construction Game,PC,,Aerosoft
The Magician's Handbook 2: BlackLore,Android||PC,Adventure,BCSoft
Emily Archer and the Curse of Tutankhamun,PC,,Mastertronic
Public Transport Simulator,iOS||PC,Simulation||Racing||Arcade,Daniel Viktorin Games||SkisoSoft OU
STCC: The Game 2,PC,Simulation||Racing||Arcade,SimBin Studios
Strania: The Stella Machina,PC,Arcade,G. rev
The Trench,PC,Action||Shooter,Gallica Game Studio
Two Worlds II: Pirates of the Flying Fortress,PC||PlayStation 3,Action||RPG,TopWare Interactive
White & the Dark Puppets,PC,Arcade,White Development Team
Youda Survivor 2,macOS||PC,Adventure||Simulation||Arcade,Youda Games Holding||Youda Games
Team Assault: Baptism of Fire,PC,Strategy,Slitherine
The Treasures of Mystery Island: The Ghost Ship,PC,,Alawar Entertainment
Stock Car Crash,PlayStation 2,Racing,Midas Interactive Entertainment
Epic Escapes: Dark Seas,PC,,Big Fish Games
Proun,PC,Arcade,Joost van Dongen
Guerrilla Bob,macOS||PC,Action||Adventure||Arcade,Angry Mob Games||24seven3D
Rebirth,PC,Action||Adventure||RPG||Strategy||Arcade||Casual||Massively Multiplayer||Indie,Daniel-D. Guertin||Pandora Entertainment||Cross Continental Studios
Vesuvia,PC,,I-play
Stray Souls: Dollhouse Story,PC,,Alawar Entertainment
Rainblood 2: City of Flame,PC,RPG||Arcade,Soulframe
Prius Online,PC,RPG||Massively Multiplayer,Gala-Net
Luxus Hotel Imperium,PC,Strategy,UIG Entertainment
Asda 2,PC,RPG||Massively Multiplayer,OnNet USA
Tesla: The Weather Man,PC,Action||Arcade||Indie,Thoughtquake Studios
Strange Cases: The Lighthouse Mystery,PC,,Big Fish Games
Shira Oka: Second Chances,PC,Strategy,Okashi Studios
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,PC,,GameMill Entertainment
Pro Cycling Manager Season 2011,PC,Strategy||Sports,Focus Home Interactive
Wanted Corp,PC||PlayStation 3,Arcade,Zoo Entertainment
Iron Front: Liberation 1944,PC,Action||Shooter||Simulation,Deep Silver
Drains,PC,Arcade,Pathea Games
Hearts of Iron III: Dies Irae Götterdämmerung,PC,,Paradox Interactive
Memento Mori 2: Guardian of Immortality,PC,Adventure,DTP Entertainment
Family Vacation: California,PC,,Meridian4
Ikibago: The Caribbean Jewel,PC,Sports,Big Fish Games
The Mysterious Past of Gregory Phoenix,PC,,White Zebra
Dragon Ball Game Project AGE 2011,PlayStation 3,Arcade||Fighting,Bandai Namco Entertainment
WTCC 2010: Expansion Pack for RACE 07,PC,Simulation||Racing,SimBin Studios
Need for Russia 4: Moscow Nights,PC,Racing||Arcade,Play Publishing
The Second Guest,PC,Adventure,Headup Games
Snark Busters 2: All Revved Up!,PC,,Alawar Entertainment
Concurrence,PC,Arcade,Alexander Klingenbeck
Bounty Hounds Online,PC,RPG||Massively Multiplayer,InnoGames
Bleach: Soul Resurreccion,PlayStation 3,Action,NIS America
Creatures 4,PC,,Bigben Interactive
Dungeon Twister: The Video Game,PlayStation 3,Strategy||Board Games,Hydravision Entertainment
Traffic Manager,PC,Strategy,Excalibur Publishing
Luminesca,PC,Arcade,Matt Glanville
Ballistic Bonbon,PC,Arcade,XINK Games
Temple of Tangram,PC,Puzzle,Intermediaware
Scarlet Legacy,PC,RPG||Massively Multiplayer,OnNet USA
The Saddle Club,PC,Sports,Deep Silver
Chronicles of Mystery: Secret of the Lost Kingdom,PC,,City Interactive
Creeper World 2: Redemption,PC,Strategy,Knuckle Cracker
Mystery of Mortlake Mansion,PC,,Playrix Entertainment
Atelier Totori: The Adventurer of Arland,PlayStation 3,RPG,NIS America
Art of Murder: Deadly Secrets,PC,,City Interactive
Stand O'Food 2,PC,Strategy||Arcade,G5 Entertainment
Ancient Spirits: Columbus' Legacy,PC,,cerasus.media
Bullet Run,PC,Action||Shooter,Sony Interactive Entertainment
Damage Inc.: Pacific Squadron WWII,PC||PlayStation 3,Simulation||Arcade,Mad Catz Interactive
Dungeons: The Dark Lord,PC,Strategy,Kalypso Media
Star Trek (2013),PlayStation 3||PC||Xbox 360,Action||Shooter,Bandai Namco Entertainment
Raven's Cry,PC||PlayStation 3,Action||RPG,
Brothers in Arms: Furious 4,PlayStation 3||PC,Action||Shooter,
Defiance (2013),PC||PlayStation 3,Action||Shooter||Massively Multiplayer,Bandai Namco Entertainment
"Adventures of Tintin: The Game, The (2011/I)",PC||PlayStation 3,Action||Arcade,Ubisoft Entertainment
Citadel Wars,PC,Action||Shooter||Strategy,Fire Whirl Entertainment
Sky Defender: Joe's Story,PC,Arcade,Lionwood Studios
Total Influence Online,PC,Strategy,Light Vision Interactive
Warrior's Lair,PlayStation 3,Action||RPG,Sony Computer Entertainment
Everybody Dance,PlayStation 3,Arcade,Sony Computer Entertainment
Motionsports Adrenaline,PlayStation 3,Sports||Arcade,Ubisoft Entertainment
The Legend of Edgar,PC,Arcade,Parallel Realities
Winter Sports 2012: Feel the Spirit,PC,Sports||Arcade,DTP Entertainment
Rugby World Cup 2011,PlayStation 3,Sports,505 Games
Dream Pinball 3D 2,PC||PlayStation 3,Arcade,
Wizardry Online,PC,RPG||Massively Multiplayer,Sony Interactive Entertainment
R.A.W.: Realms of Ancient War,PC||PlayStation 3,RPG,Focus Home Interactive
Breaking the Rules: The Roman Tournament,PC,Arcade||Fighting,BTR Studios
Russian Rally: СССР Суперпродакшн,PC,Racing||Arcade,
World of Subways Vol. 3: London Underground Simulator,PC,Simulation,Aerosoft
Tour de France: The Official Game,PlayStation 3,Sports||Racing,Focus Home Interactive
DeathMonsters,PlayStation 3,Action,Birdies Road
Jewel Time Deluxe,PC,,O-Games
Troy Online,PC,RPG||Massively Multiplayer,ALT1 Games
Kona's Crate,PC,Arcade,Zoo Games
QuadSmash,PC,Arcade,Creative Patterns
Sylia,PC,RPG,Aldorlea Games
Theme Puzzle,PC,Puzzle,Crystal Interactive
WRC 2,PC||PlayStation 3,Simulation||Racing,Black Bean Games
Warrior of Dragon,PC,Action||RPG||Massively Multiplayer,Gamania Digital Entertainment
Nikki and the Robots,PC,Arcade,Joyride Labs
Transformers Universe,PC,RPG||Massively Multiplayer,Jagex Games Studio
Jagged Alliance Online,PC,Strategy,Gamigo
Critical Mass (2011),PC,Puzzle,Manic Game Studios
Cell: Emergence,PC,Arcade,New Life Interactive
Aero-Cross,PlayStation 3,Arcade,Bandai Namco Entertainment
Sky Legends,PC,Arcade||Massively Multiplayer,UTV Ignition Games
Big Sky,PC,Arcade,Boss Baddie
Red Bull X-Fighters,PC,Sports||Arcade,Konami
BANG!,iOS||PC,Board Games,SpinVector New Media
Atomic City Adventures: The Case of the Black Dragon,PC,Racing||Arcade,Windstorm Studios
AFL Live,PSP||Wii||PlayStation 3||Xbox 360||PC,Sports,Tru Blu Entertainment
Saint Seiya Senki,PlayStation 3,Action,NIS America
Unearthed: Trail of Ibn Battuta,PC||PlayStation 3,Action,Semaphore
Black Death,PlayStation 3||PC,Action||Shooter,
Tour Golf Online,PC,Sports,GamesCampus
Safe Zone,PC,Strategy||Arcade,Blind Eye Games
Luvinia Online,PC,RPG||Massively Multiplayer,Outspark
Eligium: The Chosen One,PC,RPG||Massively Multiplayer,Snail Game
The Lord of the Rings Online: Rise of Isengard,PC,RPG||Massively Multiplayer,Turbine
Retro Pack: Expansion Pack for RACE 07,PC,Simulation||Racing,SimBin Studios
Star Trek: Infinite Space,PC,Simulation,Gameforge
Hide & Secret: The Lost World,PC,,Big Fish Games
Ethereal: Medieval Skirmish Warfare,PC,Action,Project Ethereal
Deep Black Online,PC,Action||Shooter,
Blood Rites,PC,RPG||Massively Multiplayer,
Out of the Park Baseball 12,PC,Strategy||Sports,Out of the Park Developments
FIFA Manager 12,PC,Strategy||Sports,Electronic Arts
Iris Online,PC,RPG||Massively Multiplayer,gPotato
Hoyle Swashbucklin' Slots,PC,,Encore
Dragon Ball Z: Ultimate Tenkaichi,Xbox 360||PlayStation 3,Arcade||Fighting,Bandai Namco Entertainment
Shadow Wolf Mysteries: Curse of the Full Moon,PC,,Big Fish Games
Blazing Throne,PC,RPG||Strategy||Massively Multiplayer,Vibrant Games
Cities XL 2012,PC,Strategy,Focus Home Interactive
Cubium,PC,Puzzle,
Magical Diary,PC,Adventure||RPG,Hanako Games
Jewel Quest: Heritage,PC,Puzzle,iWin
Dream Drops,PC,RPG||Massively Multiplayer,Gamania Digital Entertainment
Deus Machina Demonbane,PC||PlayStation 2,Adventure,JAST USA
Céiron Wars: Sound of Depths,PC,Strategy,Ceidot Game Studios
Winter Voices Episode 4: Amethyst Rivers,PC,RPG,Beyond the Pillars
Jewel Quest: The Sleepless Star,macOS||PC,Strategy||Puzzle,iWin
RailWorks 3: Train Simulator 2012,PC,Simulation,Rail Simulator Developments
Mini Robot Wars,PC,Arcade,Picsoft Studio
MLB Bobblehead Pros,PlayStation 3,Sports,Konami
Legend of the Silver Talisman,PC,Action||RPG||Arcade,Inter-Active Arts
Lords of Doom (1996),PC,Action||RPG,Bartek Dzik
Farmscapes,PC,,Playrix Entertainment
Haunted Legends: The Queen of Spades,PC,,Big Fish Games
Maestro: Music of Death,PC,,Big Fish Games
The Surfer,PC||PlayStation 3,Sports||Arcade,Bungarra Software
Golden Trails 2: The Lost Legacy,PC,,Awem Studio
Jack of All Trades,PC,Arcade,Dingo Games
Laser Dolphin,iOS||PC||macOS,Adventure||Arcade||Casual,Dingo Games
Little Folk of Faery,PC,Strategy,Orange Personal Communications Services
Zany Doodle,PC,Puzzle,Polynatic
Rubber Ninjas,PC,Arcade||Fighting,Rag Doll Software
Buried in Time,PC,Adventure||Puzzle,I-play
Aztec Tribe: New Land,PC,Arcade,Alawar Entertainment
Spandex Force: Superhero U,PC,Puzzle,KarjaSoft
Voltron: Defender of the Universe,PlayStation 3,Action,THQ
Full Frontal Flush Strip Poker,PC,Card,Michael Strelzik
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PlayStation 3||Wii,Arcade||Platformer,THQ
Recall,PC,Arcade,Jaewoo Jay Jeon
G.R.U.N.T.S.: Episode 1,PC,Action||Shooter,IceValk Entertainment
Hector: Badge of Carnage! Episode 2 - Senseless Act of Justice,PC,Adventure,Telltale Games
Hector: Badge of Carnage! Episode 3 - Beyond Reasonable Doom,PC,Adventure,Telltale Games
Marvel Pinball: Vengeance and Virtue,PlayStation 3,,Zen Studios
Hellbreed,PC,Action||RPG,Gameforge Productions
H.P. Lovecraft's Dagon,PC,Adventure,Nacht und Nebel
Victoria 2: A House Divided,PC,Strategy,Paradox Interactive
TAGAP 2,PC,Arcade,Penguin Development Team
Fishing Hero,PC,Sports||Massively Multiplayer,NHN USA
Sketch Tanks,PC,Arcade,Prelimse Studios
Born to Fire,PC,Action||Shooter,NHN
Trailer Park King,PC,Adventure,Freelance Games
Street Cleaning Simulator,PC,Simulation||Racing,Excalibur Publishing
Street Racer Europe 2,PC,Racing||Arcade,Team6 Game Studios
Thunder Fleets,iOS||macOS||PC,Action||Strategy,Marcin Lotecki||Orator Games
Space Madness,Android||PC,Adventure||Strategy,Spreadcamp
Fear for Sale: Mystery of McInroy Manor,PC,,Big Fish Games
Grand Slam Tennis 2,PlayStation 3,Sports,Electronic Arts
Weapons of the Gods,PC,RPG||Massively Multiplayer,
Total War: Shogun 2 - Rise of the Samurai,PC,Strategy,SEGA
Legends of Pegasus,PC,Strategy,Kalypso Media
F1 Online: The Game,PC,Simulation||Racing,Codemasters
Emily the Strange: Skate Strange,PC,Arcade,dtp young entertainment
City of Transformers,PC,RPG||Massively Multiplayer,
Unity of Command,PC,Strategy,Matrix Games
"15,000 Sudoku Puzzles",PC,Puzzle,Focus Multimedia
Nightclub Imperium,PC,Strategy,UIG Entertainment
Auto Club Revolution,PC,Racing,Eutechnyx
Achtung Panzer: Operation Star - Sokolovo 1943,PC,Strategy,Graviteam
Velisia: A Traitor's Legacy,PC,RPG||Strategy,Merge Games
World Riddles: Secrets of the Ages,PC,Puzzle,Funny Bear Studio
Warhammer Online: Wrath of Heroes,PC,Action,Electronic Arts
Cities in Motion: Tokyo,PC,,Paradox Interactive
Cities in Motion: German Cities,PC,,Paradox Interactive
International Cricket Captain 2011,PC,Strategy||Sports,P2 Games
Move Fitness,PlayStation 3,Arcade,Sony Computer Entertainment
Start the Party: Save the World!,PlayStation 3,Arcade,Sony Computer Entertainment
Sword Girls,PC,,ChangYou.com
Hearts of Iron: The Card Game,PC,,Paradox Interactive
Ancient Warfare: Roman Civil Wars,PC,Strategy,HPS Simulations
Driving Simulator 2011,PC,Simulation||Racing,Excalibur Publishing
Fruit Fall,PC,Puzzle,Phoenix Games
Mystery Masterpiece: The Moonstone,PC,Casual,Big Fish Games||HH-Games
Victorian Mysteries: Woman in White,PC,Casual,Big Fish Games||HH-Games
Voodoo Whisperer: Curse of a Legend,PC,,Gogii Games
FIM Speedway Grand Prix 4,PC,Racing,Techland
Warlock: Master of the Arcane,PC,Strategy,Paradox Interactive
Caller's Bane,PC||Android||macOS,Card,Mojang
Dreamer: Dark Souls,PC,RPG,Aldorlea Games
The Fall Trilogy: Chapter 1 - Separation,PC,,Kheops Studio
The Fall Trilogy: Chapter 2 - Reconstruction,PC,,Kheops Studio
The Fall Trilogy: Chapter 3 - Revelation,PC,,Kheops Studio
Get Up and Dance,PlayStation 3,Arcade,O-Games
Mad Blocker Adventure,PlayStation 3,Arcade,Open Emotion Studios
MoonLight Online: Tales of Eternal Blood,PC,RPG||Massively Multiplayer,IGG
Pahelika: Revelations,PC,Adventure||Puzzle,Ironcode Gaming
Paradox Shift,PC,Puzzle,ShiftingIsEasy
The Sims 3: Hidden Springs,PC,Strategy,Electronic Arts
GSP Solitaire,PC,Card,GSP Software
Dungeon Siege 3: Treasures of the Sun,PC||PlayStation 3,Action||RPG,Square Enix
A Flipping Good Time,PC,Arcade,DigiPen Institute of Technology
Dino Storm,PC,Action||Shooter||RPG||Massively Multiplayer,Splitscreen Studios
EyePet Adventures,PC,Arcade,Sony Computer Entertainment
Move Mind Benders,PlayStation 3,Puzzle,Sony Computer Entertainment
Sevencore,PC,Massively Multiplayer,Gala Networks Europe
Dragon Quest X,PC,RPG||Massively Multiplayer,Square Enix
Climb to the Top of the Castle,PC,Arcade,Two Bros. Games
Hostile Sector,PC,Strategy,Mindemia
Spirited Heart Girl's Love,PC,,Winter Wolves
Cities in Motion: U.S. Cities,PC,,Paradox Interactive
Dead Cyborg: Episode 2 - The Dead Man,PC,Adventure,Etyekfilm
Warco: The News Game,PlayStation 3||PC,Action,
Bus & Cable Car Simulator: San Francisco,PC,Simulation,Excalibur Publishing
International Basketball 2009,PC,Sports,Idoru
Legend of Aethereus,PC,Action||RPG,ThreeGates
Automation,PC,Simulation,Camshaft Software
"Amazing Spider-Man, The (2012/I)",PC||PlayStation 3,Action,Activision Blizzard
NCIS,PC||PlayStation 3,Adventure,Ubisoft Entertainment
Throw Up,PC,Arcade,Mac Games And More
OIO: The Game,PC,Arcade,Uncanny Games
Star Supremacy,PC,Strategy||Massively Multiplayer,Suzhou Barbily Information Technology Co.
Super Smash Land,PC,Arcade,Dan Fornace
Distant Worlds: Legends,PC,Strategy,Matrix Games
Jack Claw,PC,Action,
War of the Immortals,PC,RPG||Massively Multiplayer,Perfect World Entertainment
Ghost Whisperer: Case 2 - Forgotten Toys,PC,,Legacy Interactive
Tower! 2011,PC,Simulation,FeelThere
After Hours Athletes,PlayStation 3,Sports,Sony Computer Entertainment
Tanker Truck Simulator 2011,PC,Simulation,Astragon Entertainment||Excalibur Publishing
Tales from Space: Mutant Blobs Attack!,PC||PlayStation 3,Arcade,DrinkBox Studios
All Out Race 2: Pi,PC,Arcade,Seccia
Hoyle Card Games 2012,PC,Card,Encore
Drop and Blow,PC,Arcade,Crystal Interactive
Cindy's Caribbean Holiday,PC,Arcade,Phoenix Games
BasketDudes,PC,Sports,Bitoon Games
Mischief by AlimardanKhan,PC,Adventure,RSK Entertainment
HeroClix Online,PC,RPG||Strategy,Wizkids
Way,PC,Arcade,CoCo & Co
Deepak Fights Robots,PC,Arcade,Tom Sennett
Improviso,PC,RPG,Gambit
JollyGrim,PC,,The Pumpkin Betrayal
Kultan: The World Beyond,PC,RPG||Massively Multiplayer,Bigpoint
NFL Blitz (2012),PlayStation 3,Sports||Arcade,Electronic Arts
Combat Command: The Matrix Edition,PC,Strategy,Matrix Games
XIII: Lost Identity,PC,Adventure||Puzzle,Anuman Interactive
Enchanted Gardens,PC,,Yatec
Magicka: The Stars Are Left,PC,Action||RPG,Paradox Interactive
Gobbowl,PC,Sports,Ankama Games
Gaia PC Jigsaw Puzzle 2,PC,Puzzle,Gaia Dream Creation
Happily Ever After,PC,Arcade||Puzzle,Honeyslug
Cradle of Egypt,iOS||PC||macOS,Adventure||Puzzle,VADZIM KAMKOU||Awem Studio
Fritz 13,PC,,Chessbase
Voxatron,PC,Arcade,Lexaloffle Games
Zombie Driver: Summer of Slaughter,PC,Racing||Arcade,Exor Studios
Veronica Rivers: Portals to the Unknown,PC,,Big Fish Games
Veronica Rivers: The Order of Conspiracy,PC,,Big Fish Games
The Garfield Show: Threat of the Space Lasagna,PC,Arcade,Zoo Games
Star Corsairs,PC,Arcade||Massively Multiplayer,Machine 22
Moto Racer 15th Anniversary,Android||PC,Racing||Arcade,Nobilis
Dungeon Gate,PC,Action||RPG,Lace Mamba Global
Weird Park: Broken Tune,macOS||PC,Adventure||Puzzle,Alawar Entertainment
SteroidS,PC,Arcade,The Domaginarium
Blood Aria 2,PC,Action||RPG,eSofnet
Toki Tori 2,PC,Puzzle,Two Tribes
The Silver Lining - Episode 4: Tis in My Memory Locked and You Yourself Shall Keep the Key of It,PC,Adventure,Phoenix Online Studios
Shadows on the Vatican - Act I: Greed,PC,Adventure,Adventure Productions
Girl with a Heart of,PC,Adventure,Bent Spoon Games
Unleashed,Linux||PC,Action||RPG,UDT||Florent Goumot-Labesse
Cognition: An Erica Reed Thriller - Episode 1: The Hangman,iOS||PC,Adventure||Puzzle,Reverb Publishing||Phoenix Online Studios
Mystery Legends: The Phantom of the Opera,PC,,PlayPond
Duke Nukem Forever: The Doctor Who Cloned Me,PC||PlayStation 3,Action||Shooter,2K Games
Game Stock Car,PC,Simulation||Racing,NC Games
Venus Hostage,PC,Adventure,Mirage-lab
Ski Region Simulator 2012,macOS||PC,Simulation,Giants Software||Excalibur Publishing
Borgia,PC,,Daedalic Entertainment
Digital Combat Simulator: Black Shark 2,PC,Simulation,Eagle Dynamics
Premier Manager 2012,PC||PlayStation 3,Strategy||Sports,Urbanscan
Agricultural Simulator 2012,PC,Simulation,UIG Entertainment
X続: Albion Prelude,PC,Simulation,Egosoft
Law & Order: Legacies,PC,Adventure,Telltale Games
Hunter's Trophy,PC||PlayStation 3||Android,Sports||Arcade,Bigben Interactive
Nitronic Rush,PC,Racing||Arcade,DigiPen
Stealth Bastard,PC,Arcade,Curve Studios
Trail,PC,Arcade,Bit By Bit Games
Who Wants to Be a Millionaire? Special Editions,PC||PlayStation 3,,Deep Silver
Hoyle Puzzle & Board Games (2012),PC,Board Games||Puzzle,Encore
7554,PC,Action||Shooter,Emobi Games
Command & Conquer: Generals 2,PC,Strategy,Electronic Arts
Georgian Police 2,PC,Action||Shooter||Adventure,Министерство внутренних дел Грузии
World Gone Sour,PC||PlayStation 3,Arcade,Capcom
SD Gundam Capsule Fighter,PC,Action||Shooter,OGPlanet
Enchanted Cavern 2,PC,,Alawar Entertainment
The Island: Castaway 2,Android||PC,Simulation||Arcade,Awem Studio
Interstellar Defence Troops,PC,Strategy,Winter Rain Games
Hoyle Casino Games (2012),PC,,Encore
Forge of Empires,Android||PC,Strategy,InnoGames
Fighting Fantasy: The Warlock of Firetop Mountain (2011),PlayStation 3,Adventure||RPG,Laughing Jackal
Draft Day Sports: College Basketball 2,PC,Strategy||Sports,Wolverine Studios
Bust-n-Rush,PC,Arcade,Techtonic Games
Handball Action,PC,Sports,Vitrex Multimedia
Sniper: The Manhunter,PC,Action||Shooter,Silden
Army Rage,PC,Action||Shooter,Yacuba Games
Arvoch Alliance,PC,Simulation,StarWraith
Banana Man,PC,Arcade,Atomic Hick Software
WarBirds 2012,PC,Simulation,iEntertainment Network
Nadirim,PC,RPG||Massively Multiplayer,Twisted Tribe
Oil Platform Simulator,PC,Simulation,Excalibur Publishing
Process,PC,Adventure||Puzzle,TrainYard
PuppetShow: Lost Town,PC,,Big Fish Games
Renegade X,PC,Action||Shooter,Totem Arts
Tropico 4: Modern Times,PC,Strategy,Kalypso Media
Nyrthos,PC,Action||RPG,BeerDeer Games
Magicka: The Other Side of the Coin,PC,Action||RPG,Paradox Interactive
Ravaged,PC,Action||Shooter,Reverb Publishing
Steel Legions,PC,Arcade||Massively Multiplayer,Splitscreen Studios
Uprising 44: The Silent Shadows,PC,Action||Shooter||Strategy,DMD Enterprise
Carte,PC,,OnNet USA
House of 1000 Doors: Family Secrets,PC,Adventure||Casual||Indie,Alawar Entertainment
Lost Ship Revolution,PC,Arcade,IxionProd Games
Praise Champion: Karaoke World Tour,PC,Arcade,Left Behind Games
Praise Champion 2,PC,Arcade,Left Behind Games
Mystery Trackers: The Void,PC,,Big Fish Games
Princess Case: A Royal Scoop,PC,,
Silkroad-R,PC,RPG||Massively Multiplayer,Joymax
The Golden Years: Way Out West,PC,Strategy,Alawar Entertainment
First World War Campaigns: France '14,PC,Strategy,HPS Simulations
Anna,macOS||PC,Adventure||RPG,Kalypso Media
Achtung Panzer: Operation Star - Volokonovka 1942,PC,Strategy,Graviteam
What Makes You Tick: A Stitch in Time,PC,Adventure,Lassie Games
Battleship: The Video Game,PlayStation 3,Action||Shooter||Strategy,Activision Blizzard
Airport Firefighter Simulator,PC,Simulation,Excalibur Publishing
C9: Continent of the Ninth Seal,PC,Action||RPG||Massively Multiplayer,Webzen
Construction Simulator,PC,Simulation,Excalibur Publishing
Wheels of Destruction: World Tour,PlayStation 3,Racing||Arcade,Gelid Games
Police Force,PC,Action||Shooter,Excalibur Publishing
Ports,PC,Simulation,Excalibur Publishing
Road Construction Simulator,PC,Simulation,Excalibur Publishing
Rosh Online: The Return of Karos,PC,RPG||Massively Multiplayer,Ignited Games
Smash 'n' Survive,PlayStation 3,Racing||Arcade,Version2Games
Yukkuri Panic! Escalation,PC,Adventure||Arcade,JAST USA
WindSlayer 2,PC,RPG||Arcade||Massively Multiplayer,Ignited Games
The Train Giant,PC,Strategy,UIG Entertainment
Missing Ink,PC,Action||RPG||Strategy||Massively Multiplayer,RedBedlam
MicroTale,PC,Strategy||Arcade,Jenito Games
GhostX Ultimate,PC,Action||RPG||Massively Multiplayer,KooKee Monsters
Fortune Online,PC,Action||RPG,Gazillion Entertainment
The Sims 3: Lunar Lakes,PC,Strategy,Electronic Arts
Delivery Truck Simulator,PC,Simulation||Racing,Excalibur Publishing
Fighters Club,iOS||Android||PC,Action||RPG||Sports||Arcade||Casual||Fighting,"Kill3rCombo||Nina Meskova||AI KYU KLASH, OOO"
DarkLight Dungeon Eternity,PC,RPG,ZoellerSoft
Dark Secrets,PC,Adventure,Dream Craft Entertainment
MechWarrior Tactics,PC,Strategy,Infinite Game Publishing
Captain Backwater,PC||Linux||macOS,Strategy||Casual||Indie,Intermediaware
BoneCraft,PC,Action||Adventure||RPG||Simulation||Indie,D-Dub Software
Star Prospector,PC,Strategy,Cryptstone Games
Jet Grind Radio,PC||PlayStation 3,Sports||Arcade,SEGA
Uberzombie USA,PC,Strategy||Arcade,Xsyntax Studio
Behind the Reflection 2: Witch's Revenge,PC,,Alawar Entertainment
Totem Destroyer Deluxe,PC,Arcade,IndiePub
Survival 2: Get Lucky,PC,Adventure||Arcade,Gamecade Production
Spooky Mall,PC,Arcade,Alawar Entertainment
Sjorok,PC,Adventure,2 Hour Lunch Studios
Retro Blazer,PC,Action||Shooter,Amilcar Parra
Pitman,PC,Action||RPG,Rat King Entertainment
Mega World Smash,PC,Arcade,Alawar Entertainment
Blackspace,PC,Strategy,PixelFoundry
Hidden Mysteries: The Forbidden City,PC,,Game Mill Publishing
GTR 3,PC,Simulation||Racing,SimBin Development Team
Combat Mission: Battle for Normandy - Commonwealth Forces,PC,Strategy,Battlefront.com
Divina,PC,RPG||Massively Multiplayer,Gamania Digital Entertainment
Dark Strokes: Sins of the Fathers,macOS||PC,Adventure||Puzzle,Alawar Entertainment
Black Prophecy Tactics: Nexus Conflict,PC,Strategy||Massively Multiplayer,Gamigo
Backworlds,PC,Arcade||Indie,Backworlds Team||Logic Ember
"Amp, Watts & Circuit",PC,,Jamo Games
The Jolly Gang's Misadventures in Africa,PC,Adventure||Casual||Indie||Puzzle,Alawar Entertainment
Da New Guys: Day of the Jackass,PC,Adventure,Wadget Eye Games
Adam's Venture: Episode 3 - Revelations,PC,Adventure,Iceberg Interactive
Solar Defense,PC,Strategy,Gravitysoft
SBK Generations,PC||PlayStation 3,Racing,Black Bean Games
Arctic Combat,PC,Action||Shooter,Webzen
Super Springbreak Speedboat Hero SD,PC,Racing||Arcade,PLA Studios
Vsevolod,PC,Adventure,
World Basketball Manager 2012,PC,Strategy||Sports,Icehole Games
Starvoid,PC,Strategy,Paradox Interactive
Operation Stormfront,PC,Strategy,Noble Master Games
The Thirty Nine-Steps,PC,Adventure,Lace Mamba Global
Mercenary Ops,PC,Action||Shooter,Delkans Publishing
Zombies Ruined My Day,Nintendo Switch||PlayStation 4||Xbox One||PC,Shooter||Arcade,Rendercode Games||mancebo games
Life Weaver,PC,RPG,BGG Productions
Kingdom Age,PC,Action||RPG||Strategy,Funzio
Flatland: Fallen Angle,PC,Arcade,SeeThrough Studios
Denizen's Den,PC,RPG,Flattened Pixel
Break Blocks,PC,Arcade,Greater Good Games
Ashlands: Retribution,PC,Arcade,Inland Studios
Amber's Blood: A Carol Reed Mystery,PC,Adventure,MDNA Games
Ambulance Simulator,PC,Simulation||Racing,UIG Entertainment
Мухтар и его команда,PC,Adventure,
Resident Evil Chronicles HD Collection,PlayStation 3,Action||Shooter||Arcade,Capcom
Dark Legends,Android||PC,Action||RPG||Massively Multiplayer,Spacetime Studios
Oozi: Earth Adventure - Episode 3,PC,Arcade,Awesome Games Studio
Heaven Variant,PC,Arcade,Zanrai Interactive
SteelWar Online,PC,Strategy||Massively Multiplayer,PopPace
Out of the Park Baseball 13,PC,Strategy||Sports,Out of the Park Developments
Wing Commander Saga: The Darkest Dawn,PC,Simulation,Wing Commander Saga Team
Omerta: City of Gangsters,PC,Strategy,Kalypso Media
ORION: Dino Beatdown,PC,Action||Shooter,Spiral Game Studios
Special Enquiry Detail: Engaged to Kill,PC,,G5 Entertainment
Eternal Blade,PC||PlayStation 3,Action||RPG||Massively Multiplayer,gPotato
Stone Quarry Simulator,PC,Simulation,Excalibur Publishing
